indicator,timepoint,module,value,row_order
Inflammation | CRP,T01,Inflammation,0.387,1
Renal | KIM1,T09,Renal,0.279,31
Renal | KIM1,T10,Renal,0.71,31
Renal | KIM1,T11,Renal,0.593,31
Renal | KIM1,T12,Renal,0.359,31
Renal | KIM1,T13,Renal,0.193,31
Renal | KIM1,T14,Renal,-0.271,31
Renal | KIM1,T15,Renal,-0.062,31
Renal | KIM1,T16,Renal,-0.217,31
Renal | KIM1,T17,Renal,-0.205,31
Renal | KIM1,T18,Renal,0.139,31
Renal | KIM1,T19,Renal,0.384,31
Renal | KIM1,T20,Renal,1.043,31
Renal | KIM1,T21,Renal,1.082,31
Renal | KIM1,T22,Renal,1.775,31
Renal | KIM1,T23,Renal,1.828,31
Renal | KIM1,T24,Renal,1.881,31
Renal | KIM1,T25,Renal,1.769,31
Renal | KIM1,T26,Renal,1.179,31
Renal | KIM1,T27,Renal,0.923,31
Renal | KIM1,T28,Renal,0.378,31
Renal | KIM1,T29,Renal,-0.173,31
Renal | KIM1,T30,Renal,-0.593,31
Renal | KIM1,T31,Renal,-0.937,31
Renal | KIM1,T32,Renal,-1.345,31
Renal | KIM1,T33,Renal,-1.439,31
Renal | KIM1,T34,Renal,-1.585,31
Renal | KIM1,T35,Renal,-1.621,31
Renal | KIM1,T36,Renal,-1.157,31
Renal | Albuminuria,T01,Renal,-1.474,32
Renal | Albuminuria,T02,Renal,-1.367,32
Renal | Albuminuria,T03,Renal,-0.994,32
Renal | Albuminuria,T04,Renal,-0.815,32
Renal | Albuminuria,T05,Renal,-0.37,32
Renal | Albuminuria,T06,Renal,-0.007,32
Renal | Albuminuria,T07,Renal,0.164,32
Renal | Albuminuria,T08,Renal,0.636,32
Renal | Albuminuria,T09,Renal,0.672,32
Renal | Albuminuria,T10,Renal,0.776,32
Renal | Albuminuria,T11,Renal,0.752,32
Renal | Albuminuria,T12,Renal,1.189,32
Renal | Albuminuria,T13,Renal,0.558,32
Renal | Albuminuria,T14,Renal,0.205,32
Renal | Albuminuria,T15,Renal,0.109,32
Renal | Albuminuria,T16,Renal,0.313,32
Renal | Albuminuria,T17,Renal,0.343,32
Renal | Albuminuria,T18,Renal,0.126,32
Renal | Albuminuria,T19,Renal,0.611,32
Renal | Albuminuria,T20,Renal,0.849,32
Renal | Albuminuria,T21,Renal,1.061,32
Renal | Albuminuria,T22,Renal,1.328,32
Renal | Albuminuria,T23,Renal,1.517,32
Renal | Albuminuria,T24,Renal,1.556,32
Renal | Albuminuria,T25,Renal,1.257,32
Renal | Albuminuria,T26,Renal,0.748,32
Renal | Albuminuria,T27,Renal,0.395,32
Renal | Albuminuria,T28,Renal,0.251,32
Renal | Albuminuria,T29,Renal,-0.436,32
Renal | Albuminuria,T30,Renal,-0.76,32
Renal | Albuminuria,T31,Renal,-1.164,32
Renal | Albuminuria,T32,Renal,-1.484,32
Renal | Albuminuria,T33,Renal,-1.694,32
Renal | Albuminuria,T34,Renal,-1.658,32
Renal | Albuminuria,T35,Renal,-1.642,32
Renal | Albuminuria,T36,Renal,-1.551,32
Cardiac | cTnI,T01,Cardiac,-0.176,33
Cardiac | cTnI,T02,Cardiac,-0.065,33
Cardiac | cTnI,T03,Cardiac,-0.115,33
Cardiac | cTnI,T04,Cardiac,-0.167,33
Cardiac | cTnI,T05,Cardiac,0.066,33
Cardiac | cTnI,T06,Cardiac,-0.442,33
Cardiac | cTnI,T07,Cardiac,-0.324,33
Cardiac | cTnI,T08,Cardiac,-0.655,33
Cardiac | cTnI,T09,Cardiac,-0.724,33
Cardiac | cTnI,T10,Cardiac,-0.654,33
Cardiac | cTnI,T11,Cardiac,-1.161,33
Cardiac | cTnI,T12,Cardiac,-1.28,33
Cardiac | cTnI,T13,Cardiac,-1.326,33
Cardiac | cTnI,T14,Cardiac,-1.484,33
Cardiac | cTnI,T15,Cardiac,-1.336,33
Cardiac | cTnI,T16,Cardiac,-1.421,33
Cardiac | cTnI,T17,Cardiac,-1.158,33
Cardiac | cTnI,T18,Cardiac,-1.102,33
Cardiac | cTnI,T19,Cardiac,-0.801,33
Cardiac | cTnI,T20,Cardiac,-0.226,33
Cardiac | cTnI,T21,Cardiac,0.103,33
Cardiac | cTnI,T22,Cardiac,0.869,33
Cardiac | cTnI,T23,Cardiac,1.002,33
Cardiac | cTnI,T24,Cardiac,1.415,33
Cardiac | cTnI,T25,Cardiac,1.818,33
Cardiac | cTnI,T26,Cardiac,1.842,33
Cardiac | cTnI,T27,Cardiac,1.71,33
Cardiac | cTnI,T28,Cardiac,1.867,33
Cardiac | cTnI,T29,Cardiac,1.265,33
Cardiac | cTnI,T30,Cardiac,0.994,33
Cardiac | cTnI,T31,Cardiac,0.662,33
Cardiac | cTnI,T32,Cardiac,0.489,33
Cardiac | cTnI,T33,Cardiac,0.287,33
Cardiac | cTnI,T34,Cardiac,0.063,33
Cardiac | cTnI,T35,Cardiac,0.076,33
Cardiac | cTnI,T36,Cardiac,0.086,33
Cardiac | cTnT,T01,Cardiac,-0.411,34
Cardiac | cTnT,T02,Cardiac,-0.59,34
Cardiac | cTnT,T03,Cardiac,-0.28,34
Cardiac | cTnT,T04,Cardiac,-0.534,34
Cardiac | cTnT,T05,Cardiac,-0.472,34
Cardiac | cTnT,T06,Cardiac,-0.611,34
Cardiac | cTnT,T07,Cardiac,-0.68,34
Cardiac | cTnT,T08,Cardiac,-0.717,34
Cardiac | cTnT,T09,Cardiac,-0.819,34
Cardiac | cTnT,T10,Cardiac,-0.867,34
Cardiac | cTnT,T11,Cardiac,-1.021,34
Cardiac | cTnT,T12,Cardiac,-0.956,34
Cardiac | cTnT,T13,Cardiac,-1.171,34
Cardiac | cTnT,T14,Cardiac,-1.229,34
Cardiac | cTnT,T15,Cardiac,-1.184,34
Cardiac | cTnT,T16,Cardiac,-0.989,34
Cardiac | cTnT,T17,Cardiac,-0.911,34
Cardiac | cTnT,T18,Cardiac,-0.693,34
Cardiac | cTnT,T19,Cardiac,-0.479,34
Cardiac | cTnT,T20,Cardiac,-0.042,34
Cardiac | cTnT,T21,Cardiac,0.39,34
Cardiac | cTnT,T22,Cardiac,1.078,34
Cardiac | cTnT,T23,Cardiac,1.415,34
Cardiac | cTnT,T24,Cardiac,1.622,34
Cardiac | cTnT,T25,Cardiac,1.879,34
Cardiac | cTnT,T26,Cardiac,1.938,34
Cardiac | cTnT,T27,Cardiac,1.85,34
Cardiac | cTnT,T28,Cardiac,1.736,34
Cardiac | cTnT,T29,Cardiac,1.309,34
Cardiac | cTnT,T30,Cardiac,1.125,34
Cardiac | cTnT,T31,Cardiac,0.655,34
Cardiac | cTnT,T32,Cardiac,0.335,34
Cardiac | cTnT,T33,Cardiac,0.037,34
Cardiac | cTnT,T34,Cardiac,-0.215,34
Cardiac | cTnT,T35,Cardiac,-0.194,34
Cardiac | cTnT,T36,Cardiac,-0.306,34
Cardiac | BNP,T01,Cardiac,-0.707,35
Cardiac | BNP,T02,Cardiac,-0.796,35
Cardiac | BNP,T03,Cardiac,-0.746,35
Cardiac | BNP,T04,Cardiac,-0.685,35
Cardiac | BNP,T05,Cardiac,-0.451,35
Cardiac | BNP,T06,Cardiac,-0.718,35
Cardiac | BNP,T07,Cardiac,-0.356,35
Cardiac | BNP,T08,Cardiac,-0.559,35
Cardiac | BNP,T09,Cardiac,-0.705,35
Cardiac | BNP,T10,Cardiac,-0.684,35
Cardiac | BNP,T11,Cardiac,-0.836,35
Cardiac | BNP,T12,Cardiac,-0.673,35
Cardiac | BNP,T13,Cardiac,-0.914,35
Cardiac | BNP,T14,Cardiac,-0.849,35
Cardiac | BNP,T15,Cardiac,-0.773,35
Cardiac | BNP,T16,Cardiac,-0.916,35
Cardiac | BNP,T17,Cardiac,-0.751,35
Cardiac | BNP,T18,Cardiac,-0.63,35
Cardiac | BNP,T19,Cardiac,-0.214,35
Cardiac | BNP,T20,Cardiac,0.486,35
Cardiac | BNP,T21,Cardiac,0.746,35
Cardiac | BNP,T22,Cardiac,1.084,35
Cardiac | BNP,T23,Cardiac,1.457,35
Cardiac | BNP,T24,Cardiac,1.845,35
Cardiac | BNP,T25,Cardiac,2.075,35
Cardiac | BNP,T26,Cardiac,2.074,35
Cardiac | BNP,T27,Cardiac,2.041,35
Cardiac | BNP,T28,Cardiac,1.588,35
Cardiac | BNP,T29,Cardiac,1.158,35
Cardiac | BNP,T30,Cardiac,0.806,35
Cardiac | BNP,T31,Cardiac,0.183,35
Cardiac | BNP,T32,Cardiac,-0.016,35
Cardiac | BNP,T33,Cardiac,-0.378,35
Cardiac | BNP,T34,Cardiac,-0.741,35
Cardiac | BNP,T35,Cardiac,-0.629,35
Cardiac | BNP,T36,Cardiac,-0.819,35
Cardiac | NT_proBNP,T01,Cardiac,-1.114,36
Cardiac | NT_proBNP,T02,Cardiac,-1.122,36
Cardiac | NT_proBNP,T03,Cardiac,-0.722,36
Cardiac | NT_proBNP,T04,Cardiac,-0.643,36
Cardiac | NT_proBNP,T05,Cardiac,-0.724,36
Cardiac | NT_proBNP,T06,Cardiac,-0.685,36
Cardiac | NT_proBNP,T07,Cardiac,-0.414,36
Cardiac | NT_proBNP,T08,Cardiac,-0.392,36
Cardiac | NT_proBNP,T09,Cardiac,0.001,36
Cardiac | NT_proBNP,T10,Cardiac,-0.235,36
Cardiac | NT_proBNP,T11,Cardiac,-0.182,36
Cardiac | NT_proBNP,T12,Cardiac,-0.423,36
Cardiac | NT_proBNP,T13,Cardiac,-0.53,36
Cardiac | NT_proBNP,T14,Cardiac,-0.637,36
Cardiac | NT_proBNP,T15,Cardiac,-0.602,36
Cardiac | NT_proBNP,T16,Cardiac,-0.738,36
Cardiac | NT_proBNP,T17,Cardiac,-0.846,36
Cardiac | NT_proBNP,T18,Cardiac,-0.353,36
Cardiac | NT_proBNP,T19,Cardiac,-0.287,36
Cardiac | NT_proBNP,T20,Cardiac,0.087,36
Cardiac | NT_proBNP,T21,Cardiac,0.26,36
Cardiac | NT_proBNP,T22,Cardiac,1.146,36
Cardiac | NT_proBNP,T23,Cardiac,1.527,36
Cardiac | NT_proBNP,T24,Cardiac,1.893,36
Cardiac | NT_proBNP,T25,Cardiac,2.07,36
Cardiac | NT_proBNP,T26,Cardiac,2.107,36
Cardiac | NT_proBNP,T27,Cardiac,1.979,36
Cardiac | NT_proBNP,T28,Cardiac,1.723,36
Cardiac | NT_proBNP,T29,Cardiac,1.24,36
Cardiac | NT_proBNP,T30,Cardiac,0.567,36
Cardiac | NT_proBNP,T31,Cardiac,0.163,36
Cardiac | NT_proBNP,T32,Cardiac,-0.411,36
Cardiac | NT_proBNP,T33,Cardiac,-0.783,36
Cardiac | NT_proBNP,T34,Cardiac,-0.885,36
Cardiac | NT_proBNP,T35,Cardiac,-1.133,36
Cardiac | NT_proBNP,T36,Cardiac,-0.905,36
Cardiac | CK_MB,T01,Cardiac,-1.502,37
Cardiac | CK_MB,T02,Cardiac,-1.266,37
Cardiac | CK_MB,T03,Cardiac,-1.175,37
Cardiac | CK_MB,T04,Cardiac,-0.671,37
Cardiac | CK_MB,T05,Cardiac,-0.172,37
Cardiac | CK_MB,T06,Cardiac,-0.168,37
Cardiac | CK_MB,T07,Cardiac,0.126,37
Cardiac | CK_MB,T08,Cardiac,0.488,37
Cardiac | CK_MB,T09,Cardiac,0.288,37
Cardiac | CK_MB,T10,Cardiac,0.12,37
Cardiac | CK_MB,T11,Cardiac,0.055,37
Cardiac | CK_MB,T12,Cardiac,-0.008,37
Cardiac | CK_MB,T13,Cardiac,-0.291,37
Cardiac | CK_MB,T14,Cardiac,-0.505,37
Cardiac | CK_MB,T15,Cardiac,-0.51,37
Cardiac | CK_MB,T16,Cardiac,-0.659,37
Cardiac | CK_MB,T17,Cardiac,-1.066,37
Cardiac | CK_MB,T18,Cardiac,-0.864,37
Cardiac | CK_MB,T19,Cardiac,-0.578,37
Cardiac | CK_MB,T20,Cardiac,-0.068,37
Cardiac | CK_MB,T21,Cardiac,0.462,37
Cardiac | CK_MB,T22,Cardiac,1.17,37
Cardiac | CK_MB,T23,Cardiac,1.232,37
Cardiac | CK_MB,T24,Cardiac,1.659,37
Cardiac | CK_MB,T25,Cardiac,2.084,37
Cardiac | CK_MB,T26,Cardiac,2.013,37
Cardiac | CK_MB,T27,Cardiac,1.956,37
Cardiac | CK_MB,T28,Cardiac,1.564,37
Cardiac | CK_MB,T29,Cardiac,0.745,37
Cardiac | CK_MB,T30,Cardiac,0.515,37
Cardiac | CK_MB,T31,Cardiac,-0.101,37
Cardiac | CK_MB,T32,Cardiac,-0.378,37
Cardiac | CK_MB,T33,Cardiac,-0.877,37
Cardiac | CK_MB,T34,Cardiac,-1.221,37
Cardiac | CK_MB,T35,Cardiac,-1.119,37
Cardiac | CK_MB,T36,Cardiac,-1.279,37
Cardiac | Myoglobin,T01,Cardiac,-1.62,38
Cardiac | Myoglobin,T02,Cardiac,-1.127,38
Cardiac | Myoglobin,T03,Cardiac,-0.97,38
Cardiac | Myoglobin,T04,Cardiac,-0.464,38
Cardiac | Myoglobin,T05,Cardiac,-0.554,38
Cardiac | Myoglobin,T06,Cardiac,0.022,38
Cardiac | Myoglobin,T07,Cardiac,0.255,38
Cardiac | Myoglobin,T08,Cardiac,0.663,38
Cardiac | Myoglobin,T09,Cardiac,0.726,38
Cardiac | Myoglobin,T10,Cardiac,0.727,38
Cardiac | Myoglobin,T11,Cardiac,0.767,38
Cardiac | Myoglobin,T12,Cardiac,0.292,38
Cardiac | Myoglobin,T13,Cardiac,0.276,38
Cardiac | Myoglobin,T14,Cardiac,-0.398,38
Cardiac | Myoglobin,T15,Cardiac,-0.728,38
Cardiac | Myoglobin,T16,Cardiac,-0.724,38
Cardiac | Myoglobin,T17,Cardiac,-1.219,38
Cardiac | Myoglobin,T18,Cardiac,-0.909,38
Cardiac | Myoglobin,T19,Cardiac,-0.805,38
Cardiac | Myoglobin,T20,Cardiac,-0.328,38
Cardiac | Myoglobin,T21,Cardiac,-0.043,38
Cardiac | Myoglobin,T22,Cardiac,0.495,38
Cardiac | Myoglobin,T23,Cardiac,1.094,38
Cardiac | Myoglobin,T24,Cardiac,1.397,38
Cardiac | Myoglobin,T25,Cardiac,1.74,38
Cardiac | Myoglobin,T26,Cardiac,2.068,38
Cardiac | Myoglobin,T27,Cardiac,1.896,38
Cardiac | Myoglobin,T28,Cardiac,1.496,38
Cardiac | Myoglobin,T29,Cardiac,1.011,38
Cardiac | Myoglobin,T30,Cardiac,0.638,38
Cardiac | Myoglobin,T31,Cardiac,-0.269,38
Cardiac | Myoglobin,T32,Cardiac,-0.77,38
Cardiac | Myoglobin,T33,Cardiac,-1.296,38
Cardiac | Myoglobin,T34,Cardiac,-1.221,38
Cardiac | Myoglobin,T35,Cardiac,-1.132,38
Cardiac | Myoglobin,T36,Cardiac,-0.984,38
Cardiac | QTc,T01,Cardiac,-1.503,39
Cardiac | QTc,T02,Cardiac,-1.118,39
Cardiac | QTc,T03,Cardiac,-0.813,39
Cardiac | QTc,T04,Cardiac,-0.366,39
Cardiac | QTc,T05,Cardiac,0.021,39
Cardiac | QTc,T06,Cardiac,0.498,39
Cardiac | QTc,T07,Cardiac,0.575,39
Cardiac | QTc,T08,Cardiac,0.659,39
Cardiac | QTc,T09,Cardiac,1.115,39
Cardiac | QTc,T10,Cardiac,1.173,39
Cardiac | QTc,T11,Cardiac,1.21,39
Cardiac | QTc,T12,Cardiac,0.964,39
Cardiac | QTc,T13,Cardiac,0.755,39
Cardiac | QTc,T14,Cardiac,0.171,39
Cardiac | QTc,T15,Cardiac,-0.298,39
Cardiac | QTc,T16,Cardiac,-0.913,39
Cardiac | QTc,T17,Cardiac,-0.928,39
Cardiac | QTc,T18,Cardiac,-1.172,39
Cardiac | QTc,T19,Cardiac,-0.99,39
Cardiac | QTc,T20,Cardiac,-0.775,39
Cardiac | QTc,T21,Cardiac,-0.336,39
Cardiac | QTc,T22,Cardiac,0.046,39
Cardiac | QTc,T23,Cardiac,0.702,39
Cardiac | QTc,T24,Cardiac,0.622,39
Cardiac | QTc,T25,Cardiac,1.421,39
Cardiac | QTc,T26,Cardiac,1.751,39
Cardiac | QTc,T27,Cardiac,1.791,39
Cardiac | QTc,T28,Cardiac,1.318,39
Cardiac | QTc,T29,Cardiac,0.97,39
Cardiac | QTc,T30,Cardiac,0.16,39
Cardiac | QTc,T31,Cardiac,-0.432,39
Cardiac | QTc,T32,Cardiac,-0.818,39
Cardiac | QTc,T33,Cardiac,-1.211,39
Cardiac | QTc,T34,Cardiac,-1.474,39
Cardiac | QTc,T35,Cardiac,-1.419,39
Cardiac | QTc,T36,Cardiac,-1.354,39
Cardiac | Heart_Rate,T01,Cardiac,-1.293,40
Cardiac | Heart_Rate,T02,Cardiac,-1.065,40
Cardiac | Heart_Rate,T03,Cardiac,-0.731,40
Cardiac | Heart_Rate,T04,Cardiac,-0.318,40
Cardiac | Heart_Rate,T05,Cardiac,0.312,40
Cardiac | Heart_Rate,T06,Cardiac,0.8,40
Cardiac | Heart_Rate,T07,Cardiac,0.898,40
Cardiac | Heart_Rate,T08,Cardiac,1.176,40
Cardiac | Heart_Rate,T09,Cardiac,1.707,40
Cardiac | Heart_Rate,T10,Cardiac,1.4,40
Cardiac | Heart_Rate,T11,Cardiac,1.6,40
Cardiac | Heart_Rate,T12,Cardiac,1.52,40
Cardiac | Heart_Rate,T13,Cardiac,1.143,40
Cardiac | Heart_Rate,T14,Cardiac,0.528,40
Cardiac | Heart_Rate,T15,Cardiac,-0.004,40
Cardiac | Heart_Rate,T16,Cardiac,-0.271,40
Cardiac | Heart_Rate,T17,Cardiac,-1.385,40
Cardiac | Heart_Rate,T18,Cardiac,-1.346,40
Cardiac | Heart_Rate,T19,Cardiac,-1.201,40
Cardiac | Heart_Rate,T20,Cardiac,-1.248,40
Cardiac | Heart_Rate,T21,Cardiac,-0.707,40
Cardiac | Heart_Rate,T22,Cardiac,-0.486,40
Cardiac | Heart_Rate,T23,Cardiac,0.022,40
Cardiac | Heart_Rate,T24,Cardiac,0.438,40
Cardiac | Heart_Rate,T25,Cardiac,0.797,40
Cardiac | Heart_Rate,T26,Cardiac,1.025,40
Cardiac | Heart_Rate,T27,Cardiac,1.157,40
Cardiac | Heart_Rate,T28,Cardiac,0.766,40
Cardiac | Heart_Rate,T29,Cardiac,0.613,40
Cardiac | Heart_Rate,T30,Cardiac,0.055,40
Cardiac | Heart_Rate,T31,Cardiac,-0.377,40
Cardiac | Heart_Rate,T32,Cardiac,-1.124,40
Cardiac | Heart_Rate,T33,Cardiac,-1.469,40
Cardiac | Heart_Rate,T34,Cardiac,-1.302,40
Cardiac | Heart_Rate,T35,Cardiac,-0.791,40
Cardiac | Heart_Rate,T36,Cardiac,-0.839,40
Body | BMI,T01,Body,-1.184,41
Body | BMI,T02,Body,-0.979,41
Body | BMI,T03,Body,-0.825,41
Body | BMI,T04,Body,-0.954,41
Body | BMI,T05,Body,-0.503,41
Body | BMI,T06,Body,-0.602,41
Body | BMI,T07,Body,-0.547,41
Body | BMI,T08,Body,-0.538,41
Body | BMI,T09,Body,-0.462,41
Body | BMI,T10,Body,-0.809,41
Body | BMI,T11,Body,-1.083,41
Body | BMI,T12,Body,-1.014,41
Body | BMI,T13,Body,-1.467,41
Body | BMI,T14,Body,-1.359,41
Body | BMI,T15,Body,-1.174,41
Body | BMI,T16,Body,-1.108,41
Body | BMI,T17,Body,-0.766,41
Body | BMI,T18,Body,-0.416,41
Body | BMI,T19,Body,0.271,41
Body | BMI,T20,Body,0.376,41
Body | BMI,T21,Body,0.914,41
Body | BMI,T22,Body,1.135,41
Body | BMI,T23,Body,1.514,41
Body | BMI,T24,Body,1.484,41
Body | BMI,T25,Body,1.701,41
Body | BMI,T26,Body,1.361,41
Body | BMI,T27,Body,1.504,41
Body | BMI,T28,Body,1.313,41
Body | BMI,T29,Body,1.158,41
Body | BMI,T30,Body,1.148,41
Body | BMI,T31,Body,0.997,41
Body | BMI,T32,Body,0.827,41
Body | BMI,T33,Body,0.504,41
Body | BMI,T34,Body,0.149,41
Body | BMI,T35,Body,-0.09,41
Body | BMI,T36,Body,-0.476,41
Body | Waist,T01,Body,-1.519,42
Body | Waist,T02,Body,-1.661,42
Body | Waist,T03,Body,-1.336,42
Body | Waist,T04,Body,-0.998,42
Body | Waist,T05,Body,-0.745,42
Body | Waist,T06,Body,-0.883,42
Body | Waist,T07,Body,-0.493,42
Body | Waist,T08,Body,-0.31,42
Body | Waist,T09,Body,-0.325,42
Body | Waist,T10,Body,-0.189,42
Body | Waist,T11,Body,-0.58,42
Body | Waist,T12,Body,-0.893,42
Body | Waist,T13,Body,-0.673,42
Body | Waist,T14,Body,-0.97,42
Body | Waist,T15,Body,-1.155,42
Body | Waist,T16,Body,-0.833,42
Body | Waist,T17,Body,-0.395,42
Body | Waist,T18,Body,-0.352,42
Body | Waist,T19,Body,0.568,42
Body | Waist,T20,Body,0.595,42
Body | Waist,T21,Body,1.112,42
Body | Waist,T22,Body,1.235,42
Body | Waist,T23,Body,1.58,42
Body | Waist,T24,Body,1.615,42
Body | Waist,T25,Body,1.391,42
Body | Waist,T26,Body,1.849,42
Body | Waist,T27,Body,1.262,42
Body | Waist,T28,Body,1.115,42
Body | Waist,T29,Body,1.172,42
Body | Waist,T30,Body,1.144,42
Body | Waist,T31,Body,0.875,42
Body | Waist,T32,Body,0.322,42
Body | Waist,T33,Body,0.197,42
Body | Waist,T34,Body,-0.424,42
Body | Waist,T35,Body,-0.368,42
Body | Waist,T36,Body,-0.928,42
Body | WHR,T01,Body,-2.366,43
Body | WHR,T02,Body,-1.993,43
Body | WHR,T03,Body,-1.59,43
Body | WHR,T04,Body,-1.324,43
Body | WHR,T05,Body,-0.632,43
Body | WHR,T06,Body,-0.386,43
Body | WHR,T07,Body,-0.076,43
Body | WHR,T08,Body,-0.148,43
Body | WHR,T09,Body,0.467,43
Body | WHR,T10,Body,0.066,43
Body | WHR,T11,Body,0.382,43
Body | WHR,T12,Body,0.233,43
Body | WHR,T13,Body,-0.257,43
Body | WHR,T14,Body,-0.392,43
Body | WHR,T15,Body,-1.201,43
Body | WHR,T16,Body,-0.707,43
Body | WHR,T17,Body,-0.308,43
Body | WHR,T18,Body,-0.006,43
Body | WHR,T19,Body,0.063,43
Body | WHR,T20,Body,0.658,43
Body | WHR,T21,Body,0.68,43
Body | WHR,T22,Body,1.458,43
Body | WHR,T23,Body,1.244,43
Body | WHR,T24,Body,1.779,43
Body | WHR,T25,Body,1.716,43
Body | WHR,T26,Body,1.296,43
Body | WHR,T27,Body,1.285,43
Body | WHR,T28,Body,0.991,43
Body | WHR,T29,Body,0.912,43
Body | WHR,T30,Body,0.525,43
Body | WHR,T31,Body,0.614,43
Body | WHR,T32,Body,-0.044,43
Body | WHR,T33,Body,-0.438,43
Body | WHR,T34,Body,-0.549,43
Body | WHR,T35,Body,-0.908,43
Body | WHR,T36,Body,-1.045,43
Body | Body_Fat,T01,Body,-2.6,44
Body | Body_Fat,T02,Body,-1.877,44
Body | Body_Fat,T03,Body,-1.749,44
Body | Body_Fat,T04,Body,-1.144,44
Body | Body_Fat,T05,Body,-0.541,44
Body | Body_Fat,T06,Body,0.217,44
Body | Body_Fat,T07,Body,0.613,44
Body | Body_Fat,T08,Body,0.943,44
Body | Body_Fat,T09,Body,1.198,44
Body | Body_Fat,T10,Body,0.62,44
Body | Body_Fat,T11,Body,0.433,44
Body | Body_Fat,T12,Body,0.459,44
Body | Body_Fat,T13,Body,-0.024,44
Body | Body_Fat,T14,Body,-0.308,44
Body | Body_Fat,T15,Body,-0.792,44
Body | Body_Fat,T16,Body,-0.837,44
Body | Body_Fat,T17,Body,-1.193,44
Body | Body_Fat,T18,Body,-0.649,44
Body | Body_Fat,T19,Body,-0.534,44
Body | Body_Fat,T20,Body,0.325,44
Body | Body_Fat,T21,Body,0.26,44
Body | Body_Fat,T22,Body,1.111,44
Body | Body_Fat,T23,Body,0.925,44
Body | Body_Fat,T24,Body,1.258,44
Body | Body_Fat,T25,Body,1.521,44
Body | Body_Fat,T26,Body,1.274,44
Body | Body_Fat,T27,Body,0.733,44
Body | Body_Fat,T28,Body,0.845,44
Body | Body_Fat,T29,Body,0.576,44
Body | Body_Fat,T30,Body,0.438,44
Body | Body_Fat,T31,Body,0.678,44
Body | Body_Fat,T32,Body,0.489,44
Body | Body_Fat,T33,Body,0.053,44
Body | Body_Fat,T34,Body,-0.372,44
Body | Body_Fat,T35,Body,-0.91,44
Body | Body_Fat,T36,Body,-1.2,44
Body | Visceral_Fat,T01,Body,-2.343,45
Body | Visceral_Fat,T02,Body,-1.828,45
Body | Visceral_Fat,T03,Body,-1.529,45
Body | Visceral_Fat,T04,Body,-0.864,45
Body | Visceral_Fat,T05,Body,-0.077,45
Body | Visceral_Fat,T06,Body,0.429,45
Body | Visceral_Fat,T07,Body,1.585,45
Body | Visceral_Fat,T08,Body,0.957,45
Body | Visceral_Fat,T09,Body,1.376,45
Body | Visceral_Fat,T10,Body,1.044,45
Body | Visceral_Fat,T11,Body,1.012,45
Body | Visceral_Fat,T12,Body,0.584,45
Body | Visceral_Fat,T13,Body,0.289,45
Body | Visceral_Fat,T14,Body,-0.568,45
Body | Visceral_Fat,T15,Body,-1.003,45
Body | Visceral_Fat,T16,Body,-1.372,45
Body | Visceral_Fat,T17,Body,-1.675,45
Body | Visceral_Fat,T18,Body,-1.387,45
Body | Visceral_Fat,T19,Body,-1.036,45
Body | Visceral_Fat,T20,Body,-0.554,45
Body | Visceral_Fat,T21,Body,-0.055,45
Body | Visceral_Fat,T22,Body,0.12,45
Body | Visceral_Fat,T23,Body,0.381,45
Body | Visceral_Fat,T24,Body,0.237,45
Body | Visceral_Fat,T25,Body,0.825,45
Body | Visceral_Fat,T26,Body,0.606,45
Body | Visceral_Fat,T27,Body,0.959,45
Body | Visceral_Fat,T28,Body,1.138,45
Body | Visceral_Fat,T29,Body,0.881,45
Body | Visceral_Fat,T30,Body,0.742,45
Body | Visceral_Fat,T31,Body,0.911,45
Body | Visceral_Fat,T32,Body,0.798,45
Body | Visceral_Fat,T33,Body,0.32,45
Body | Visceral_Fat,T34,Body,-0.142,45
Body | Visceral_Fat,T35,Body,-0.265,45
Body | Visceral_Fat,T36,Body,-0.497,45
Body | Muscle_Mass,T01,Body,-1.65,46
Body | Muscle_Mass,T02,Body,-1.582,46
Body | Muscle_Mass,T03,Body,-0.729,46
Body | Muscle_Mass,T04,Body,-0.474,46
Body | Muscle_Mass,T05,Body,0.246,46
Body | Muscle_Mass,T06,Body,0.733,46
Body | Muscle_Mass,T07,Body,0.748,46
Body | Muscle_Mass,T08,Body,1.442,46
Body | Muscle_Mass,T09,Body,1.661,46
Body | Muscle_Mass,T10,Body,1.622,46
Body | Muscle_Mass,T11,Body,1.25,46
Body | Muscle_Mass,T12,Body,0.38,46
Body | Muscle_Mass,T13,Body,0.453,46
Body | Muscle_Mass,T14,Body,-0.336,46
Body | Muscle_Mass,T15,Body,-1.213,46
Body | Muscle_Mass,T16,Body,-1.532,46
Body | Muscle_Mass,T17,Body,-1.526,46
Body | Muscle_Mass,T18,Body,-1.427,46
Body | Muscle_Mass,T19,Body,-1.482,46
Body | Muscle_Mass,T20,Body,-0.936,46
Body | Muscle_Mass,T21,Body,-1.135,46
Body | Muscle_Mass,T22,Body,-0.67,46
Body | Muscle_Mass,T23,Body,-0.601,46
Body | Muscle_Mass,T24,Body,-0.144,46
Body | Muscle_Mass,T25,Body,0.518,46
Body | Muscle_Mass,T26,Body,0.785,46
Body | Muscle_Mass,T27,Body,0.58,46
Body | Muscle_Mass,T28,Body,0.584,46
Body | Muscle_Mass,T29,Body,0.853,46
Body | Muscle_Mass,T30,Body,1.138,46
